,card,income,share,expenditure,reports_equal and greater then 4,reports_less than 4,age_18~30,age_30~50,age_50~,owner_no,owner_yes,selfemp_no,selfemp_yes,dependents_0~1,dependents_1~,months_60~,months_~50,majorcards_0,majorcards_>=1,active_<7,active_>=7
328,True,-0.6262556700421796,0.071715,-0.10741886554899459,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
329,True,-0.4098844644580375,0.04682963,-0.3153820771369077,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
330,True,0.3113528874891023,0.1893335,2.298923448085707,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
331,False,-0.8282021285873786,0.0005660376999999,-0.8906079685332026,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
332,True,2.1144462673569517,0.1840382,2.4701663470173365,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
333,True,-0.5541319348474656,0.0509016,-0.3116755705520719,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
334,False,-0.9147506108210355,0.0006,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
335,False,-0.6262556700421796,0.0005,-0.8906079685332026,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
336,True,0.5493612136316585,0.04091464,-0.1417029587386244,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
337,False,-0.1935132588738957,0.0004,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
338,True,-0.26563699406860974,0.0005086207,-0.8889005933743565,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True
339,True,-0.9219629843405069,0.06038794,-0.34346498374960843,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
340,True,-0.9724495989768067,0.2004224,0.8614364953487234,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
341,True,1.2489614450203839,0.1640627999999999,2.4701663470173365,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False
342,False,-0.799352634509493,0.0005555556,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True
343,True,-0.7705031404316074,0.07969773,-0.0945843215949294,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
344,True,-0.7434567397335899,0.05063821,-0.3774711435813806,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
345,False,-0.6262556700421796,0.0005,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
346,True,-0.9868743460157495,0.1059958,0.026330074894373858,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
347,True,1.6095801209939538,0.1535069,2.4701663470173365,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
348,False,-0.799352634509493,0.0005555556,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
349,True,2.402941208135807,0.221529,2.4701663470173365,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True
350,False,-0.48200819965275155,0.0004615385,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
351,False,-0.5541319348474656,0.0004799999999999,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
352,True,0.45560035787853004,0.07661206,0.46931388686749154,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
353,True,1.393208915409812,0.01664154,-0.4997966241739644,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
354,True,-0.013203920887110764,0.1285348,1.010442540211541,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
355,True,0.2392291522943882,0.001833333,-0.8655664680246598,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
356,True,2.402941208135807,0.09980781,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
357,True,0.3113528874891023,0.03311243,-0.3346139509261502,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
358,True,0.8645419364325581,0.1139493999999999,1.426924065199011,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False
359,False,1.393208915409812,0.0002307691999999,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
360,True,1.1047139746309558,0.05806896,0.3784542104143372,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False
361,True,-1.2753692867946054,0.2298219999999999,0.9427714770357453,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
362,True,-1.2753692867946054,0.01661133,-0.7803479754871346,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False
363,False,-1.0226477186723275,0.0006485083999999,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
364,True,-0.5901938024448224,0.05832653,-0.24043950804460568,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
365,True,-0.9940867195352209,0.04420053,-0.5134419664434625,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
366,True,0.1671054170996742,0.04514543,-0.17119274248221422,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
367,False,-0.3460549588107158,0.0004303389,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
368,True,0.888342769046814,0.1395,1.9675380473751778,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
369,False,-0.3377607292633238,0.0004285714,-0.8906079685332026,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
370,False,-0.3377607292633238,0.0004285714,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
371,True,0.888342769046814,0.104378,1.2479408834272627,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
372,True,0.383476622683816,0.03137474,-0.349146964370233,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
373,False,1.2489614450203839,0.0002399999999999,-0.8906079685332026,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False
374,True,-0.4098844644580375,0.1686141,1.1817264161469818,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
375,False,-0.5541319348474656,0.0004799999999999,-0.8906079685332026,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True
376,True,-0.049265788484467624,0.1495691,1.2885534650856652,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
377,True,-0.9724495989768067,0.02146354,-0.7043447029921498,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
378,True,-0.6926095064213162,0.2200398999999999,1.4211872846652884,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
379,False,-1.1311218164051775,0.0007058823,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
380,True,-0.1935132588738957,0.09670267,0.42843249606408046,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
381,True,-0.5901938024448224,0.0714951,-0.09445647334303495,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
382,True,0.09498168190496013,0.0006470588,-0.8855996678851339,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
383,True,-0.5541319348474656,0.2298219999999999,1.9068237867266105,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
384,True,-0.1935132588738957,0.1275373,0.849603429367831,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
385,True,-0.08532765608182481,0.07226063,0.14575072300470593,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
386,True,0.1671054170996742,0.06670286,0.17188039243568673,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
387,True,-1.0589980812104633,0.121795,0.10709574940843002,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
388,True,-0.7344412728342505,0.1584612999999999,0.7322545785702492,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
389,True,-0.9147506108210355,0.0229845,-0.6831322740186457,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
390,True,0.5998478282679578,0.115781,1.2707104385456343,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
391,True,-0.21515037943230977,0.08264108,0.22689884955434358,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
392,True,1.6095801209939538,0.03244491,-0.07995990211434255,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
393,True,-0.08532765608182481,0.06493969,0.04075398023630584,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
394,True,0.1671054170996742,0.0422899999999999,-0.21897192892736375,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
395,True,-1.2505587218876237,0.004301356,-0.8655664680246598,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
396,True,1.3210851802150976,0.101359,1.4625237933910413,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
397,True,-0.7344412728342505,0.01111111,-0.7808806765366946,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
398,True,0.1021940554244317,0.0065225809999999,-0.793437833492953,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
399,True,0.3113528874891023,0.1221516,1.1671708380328,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
400,False,0.09498168190496013,0.0003529412,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
401,True,0.6286973223458434,0.1375308999999999,1.6994938064376097,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
402,False,1.1047139746309558,0.00025,-0.8906079685332026,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
403,True,2.402941208135807,0.05023986,0.7105864853143525,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
404,True,2.402941208135807,0.1083523999999999,2.4701663470173365,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False
405,True,-0.7705031404316074,0.03820546,-0.5092850952687268,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
406,False,-0.871476369704207,0.0005825243,-0.8906079685332026,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True
407,False,-1.2494047421245082,0.00078125,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
408,False,0.5277240930732441,0.0003,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
409,True,2.402941208135807,0.001095238,-0.8428014640855116,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
410,True,-0.15745139127653884,0.0501859,-0.1941491527379701,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
411,True,0.15542137199813053,0.0628954,0.10429073690746497,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
412,True,-0.1935132588738957,0.002791667,-0.8570295922304293,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
413,True,1.3210851802150976,0.0970047,1.3614154951044035,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
414,True,-0.5901938024448224,0.01771837,-0.6956940203993311,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
415,True,-0.9147506108210355,0.1235615,0.23454297302551666,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
416,True,0.5277240930732441,0.01336725,-0.6503506709688005,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
417,True,0.15268067006073138,0.06486379,0.1371226050819866,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
418,True,-0.9147506108210355,0.00475,-0.851907466753891,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False
419,True,-0.8065650080289646,0.2298219999999999,1.7561742908308942,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
420,False,0.8703118352481352,0.0002681564,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
421,True,-1.1311218164051775,0.006725882,-0.8426466584287092,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
422,True,-0.1935132588738957,0.06997,0.06511235038249337,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
423,True,-0.6581343609982432,0.01112149,-0.7740511759013102,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
424,True,0.888342769046814,0.09626533,1.0817244969632767,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True
425,True,0.3113528874891023,0.03722216,-0.2644700621602947,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
426,True,1.6095801209939538,0.02479182,-0.27160497806409356,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False
427,True,0.07622951075433465,0.01200622,-0.7075363745010879,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
428,True,1.6095801209939538,0.02048182,-0.3790783709429094,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
429,False,1.9701987969675236,0.0002,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
430,True,2.402941208135807,0.07231405,1.3811888117040192,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
431,True,-0.37382259686068064,0.2298219999999999,2.4701663470173365,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
432,True,-0.9147506108210355,0.0049,-0.8500862629420549,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
433,True,-0.4188999313573769,0.07412688,0.015967263810267054,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True
434,True,-0.4245977064377591,0.007277206,-0.8054668788240785,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False
435,True,-1.0589980812104633,0.1196106,0.08691648729104698,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
436,True,-1.232095045677777,0.03501987,-0.6450601026885912,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
437,True,-1.2753692867946054,0.1196406999999999,-0.07352214163540374,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
438,True,-1.0010105981139132,0.00297809,-0.8701194666270493,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
439,False,-0.5397071878085228,0.0004761905,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
440,True,-0.7454040805838471,0.04474897,-0.43756162495991463,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
441,False,-1.0734228282494063,0.0006741573,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
442,True,0.5349364665927153,0.002743142,-0.8450779661185065,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
443,True,2.402941208135807,0.2298219999999999,2.4701663470173365,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
444,True,-1.2032455515998914,0.2253456,0.7509898110732867,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
445,True,1.2489614450203839,0.0272399999999999,-0.2736762290167929,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
446,True,-0.7164103390355722,0.04983472,-0.3762372986785895,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
447,True,0.09498168190496013,0.07603735,0.28646575409616654,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True
448,True,-1.0950599488078205,0.02445829,-0.6984622628688754,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False
449,True,-0.013203920887110764,0.008601538,-0.7678818421153445,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
450,True,0.45560035787853004,0.09064,0.7188594692040315,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
451,False,-1.0229362136131064,0.0006486487,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
452,True,0.5277240930732441,0.00331225,-0.8343829845142962,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
453,True,0.7440952986573859,0.1763946,2.4701663470173365,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
454,True,0.1671054170996742,0.1119656999999999,0.8936220195831125,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
455,True,2.402941208135807,0.1107658999999999,2.4701663470173365,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
456,True,0.5277240930732441,0.05105425,0.03919193685098072,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
457,True,-0.9147506108210355,0.2298219999999999,2.4701663470173365,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
458,True,1.4653326506045257,0.04344189,0.1567735370302163,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False
459,False,-0.48200819965275155,0.0004615385,-0.8906079685332026,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
460,True,-0.5397071878085228,0.08961231,0.1375640640030579,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
461,False,-0.7705031404316074,0.0005454546,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
462,True,-0.5541319348474656,0.2298219999999999,2.4701663470173365,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
463,True,0.1671054170996742,0.094966,0.6227230473799538,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
464,False,0.7801571662547427,0.0002758621,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
465,False,-1.2032455515998914,0.00075,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
466,True,-0.9147506108210355,0.023269,-0.6809969350319839,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
467,True,1.1047139746309558,0.2298219999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
468,True,-0.1935132588738957,0.01855033,-0.6399607604261723,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
469,True,-1.1758385322259002,0.04700183,-0.540532300751819,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
470,False,-0.26563699406860974,0.0004137930999999,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
471,True,-0.6421950155202114,0.01799908,-0.6984713324457191,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
472,True,-0.6983794052368937,0.0676087,-0.18352682062971862,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
473,True,2.402941208135807,0.09833618,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
474,False,0.21759203173597386,0.0003361345,-0.8906079685332026,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
475,False,-0.9551399025300753,0.000617284,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
476,True,-0.37382259686068064,0.03314945,-0.4773730788757839,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
477,True,0.1671054170996742,0.0016,-0.8701194666270493,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
478,True,2.402941208135807,0.05167186,0.7553153435957136,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
479,True,-0.3377607292633238,0.096285,0.33641672174336823,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
480,True,-0.9508124784183926,0.03733385,-0.5596002665258123,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
481,False,2.3308174729410935,0.0001846154,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
482,True,-0.5541319348474656,0.2298219999999999,1.8353282031949993,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
483,True,-0.1935132588738957,0.003666667,-0.8450779661185065,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
484,True,-1.0589980812104633,0.07033833,-0.31415713790294514,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
485,True,-0.48200819965275155,0.02623077,-0.5828251581105464,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
486,True,0.2392291522943882,0.070965,0.27028857935111866,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
487,True,-0.6983794052368937,0.007781739,-0.8123054490363066,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
488,False,-1.0734228282494063,0.0006741573,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
489,True,0.4267508638006444,0.0003108808,-0.8906079685332026,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True
490,True,1.1768377098256702,0.01453408,-0.5686334557902174,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False
491,False,0.2392291522943882,0.0003333333,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
492,True,-0.02402248116631795,0.02476569,-0.5285670156386255,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
493,False,-1.0229362136131064,0.0006486487,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
494,True,-1.0229362136131064,0.05965243,-0.38815248257512186,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
495,True,-1.232095045677777,0.1660627999999999,0.2888833973210926,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
496,True,0.5818168944692796,0.007014479,-0.7650179866369049,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
497,False,0.022857946710246095,0.0003636364,-0.8906079685332026,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True
498,True,-0.5469195613279944,0.1149625,0.4227323216537631,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
499,True,0.7981881000534214,0.02481051,-0.3991297848083981,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False
500,True,-0.6623175376395365,0.06488553,-0.19863859327564637,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
501,True,0.5277240930732441,0.042129,-0.12380966707391719,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
502,False,1.3210851802150976,0.0002352941,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
503,True,-0.1935132588738957,0.1178903,0.7187458263134587,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
504,True,0.1671054170996742,0.02358028,-0.5171207725737212,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
505,True,0.1671054170996742,0.03496943,-0.33608420582293574,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
506,True,1.6095801209939538,0.2298219999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
507,True,0.383476622683816,0.01511711,-0.6295161592424562,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
508,True,-1.066210454729935,0.03404134,-0.6172731593154254,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
509,True,1.3210851802150976,0.08108,0.9889072124479958,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
510,True,2.402941208135807,0.02528568,0.138160689178565,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
511,True,2.402941208135807,0.04148197,0.4498957043009157,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
512,True,-0.6262556700421796,0.1426412999999999,0.6680616434780424,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True
513,True,0.02646413346998204,0.006686838,-0.7945396778074635,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
514,True,2.3308174729410935,0.2298219999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
515,True,1.111926348150427,0.01105884,-0.6516072990857112,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
516,True,-0.1935132588738957,0.02240434,-0.5859530694015525,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True
517,True,-0.4098844644580375,0.04356111,-0.3578386239668639,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
518,True,1.53745638579924,0.01299352,-0.5734232304478355,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True
519,True,2.402941208135807,0.03150603,0.2738448369219761,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
520,True,-0.16466376479601008,0.03792664,-0.3661159787369498,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
521,True,-0.8570516226652642,0.03545144,-0.5562401522132031,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
522,True,-1.2674356759231868,0.0007941761,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
523,False,-0.1935132588738957,0.0004,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False
524,True,-0.48200819965275155,0.2298219999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
525,True,-0.5541319348474656,0.0298332,-0.5533080563644148,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
526,True,0.1671054170996742,0.01198229,-0.7019407187684945,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
527,True,-0.6262556700421796,0.1066462,0.2747370428849827,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
528,True,-0.6839546581979509,0.0075862069999999,-0.8141175614168971,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
529,True,-0.49643294669169435,0.07673334,0.008937249036227769,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
530,True,-0.8426268756263214,0.09068,-0.024044321792221626,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True
531,True,-0.6623175376395365,0.06853744,-0.1586537793156485,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
532,True,-0.3377607292633238,0.0004285714,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
533,False,0.3113528874891023,0.0003243243,-0.8906079685332026,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
534,False,-1.1455465634441202,0.0007142857,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
535,False,-0.4531587055748659,0.0004545455,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
536,True,-0.6983794052368937,0.03489609,-0.528366720043991,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
537,True,2.402941208135807,0.01023621,-0.5709554860062482,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
538,False,0.5277240930732441,0.0003,-0.8906079685332026,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
539,True,-0.9147506108210355,0.06025,-0.3419712353706371,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True
540,False,-0.9363877313794498,0.0006091371,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
541,True,-0.1935132588738957,0.01046967,-0.7512451785675481,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
542,True,-0.37382259686068064,0.1835625,1.4072775041311878,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
543,True,1.2489614450203839,0.0743784,0.8026164649963863,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
544,True,-0.8426268756263214,0.0449081,-0.4630493213311693,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
545,True,0.5277240930732441,0.03709175,-0.21736945489827714,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False
